defined	arg	defined arg
INET_E_CANNOT_CONNECT		_HRESULT_TYPEDEF_(0x800C0004L)
INET_E_RESOURCE_NOT_FOUND		_HRESULT_TYPEDEF_(0x800C0005L)
INET_E_OBJECT_NOT_FOUND		_HRESULT_TYPEDEF_(0x800C0006L)
INET_E_DATA_NOT_AVAILABLE		_HRESULT_TYPEDEF_(0x800C0007L)
INET_E_DOWNLOAD_FAILURE		_HRESULT_TYPEDEF_(0x800C0008L)
INET_E_AUTHENTICATION_REQUIRED		_HRESULT_TYPEDEF_(0x800C0009L)
INET_E_NO_VALID_MEDIA		_HRESULT_TYPEDEF_(0x800C000AL)
INET_E_CONNECTION_TIMEOUT		_HRESULT_TYPEDEF_(0x800C000BL)
INET_E_INVALID_REQUEST		_HRESULT_TYPEDEF_(0x800C000CL)
INET_E_UNKNOWN_PROTOCOL		_HRESULT_TYPEDEF_(0x800C000DL)
INET_E_SECURITY_PROBLEM		_HRESULT_TYPEDEF_(0x800C000EL)
INET_E_CANNOT_LOAD_DATA		_HRESULT_TYPEDEF_(0x800C000FL)
INET_E_CANNOT_INSTANTIATE_OBJECT		_HRESULT_TYPEDEF_(0x800C0010L)
INET_E_INVALID_CERTIFICATE		_HRESULT_TYPEDEF_(0x800C0019L)
INET_E_REDIRECT_FAILED		_HRESULT_TYPEDEF_(0x800C0014L)
INET_E_REDIRECT_TO_DIR		_HRESULT_TYPEDEF_(0x800C0015L)
ERROR_DBG_CREATE_PROCESS_FAILURE_LOCKDOWN		_HRESULT_TYPEDEF_(0x80B00001L)
ERROR_DBG_ATTACH_PROCESS_FAILURE_LOCKDOWN		_HRESULT_TYPEDEF_(0x80B00002L)
ERROR_DBG_CONNECT_SERVER_FAILURE_LOCKDOWN		_HRESULT_TYPEDEF_(0x80B00003L)
ERROR_DBG_START_SERVER_FAILURE_LOCKDOWN		_HRESULT_TYPEDEF_(0x80B00004L)
HSP_E_ERROR_MASK		_HRESULT_TYPEDEF_(0x81280000L)
HSP_E_INTERNAL_ERROR		_HRESULT_TYPEDEF_(0x81280FFFL)
HSP_BS_ERROR_MASK		_HRESULT_TYPEDEF_(0x81281000L)
HSP_BS_INTERNAL_ERROR		_HRESULT_TYPEDEF_(0x812810FFL)
HSP_DRV_ERROR_MASK		_HRESULT_TYPEDEF_(0x81290000L)
HSP_DRV_INTERNAL_ERROR		_HRESULT_TYPEDEF_(0x812900FFL)
HSP_BASE_ERROR_MASK		_HRESULT_TYPEDEF_(0x81290100L)
HSP_BASE_INTERNAL_ERROR		_HRESULT_TYPEDEF_(0x812901FFL)
HSP_KSP_ERROR_MASK		_HRESULT_TYPEDEF_(0x81290200L)
HSP_KSP_DEVICE_NOT_READY		_HRESULT_TYPEDEF_(0x81290201L)
HSP_KSP_INVALID_PROVIDER_HANDLE		_HRESULT_TYPEDEF_(0x81290202L)
HSP_KSP_INVALID_KEY_HANDLE		_HRESULT_TYPEDEF_(0x81290203L)
HSP_KSP_INVALID_PARAMETER		_HRESULT_TYPEDEF_(0x81290204L)
HSP_KSP_BUFFER_TOO_SMALL		_HRESULT_TYPEDEF_(0x81290205L)
HSP_KSP_NOT_SUPPORTED		_HRESULT_TYPEDEF_(0x81290206L)
HSP_KSP_INVALID_DATA		_HRESULT_TYPEDEF_(0x81290207L)
HSP_KSP_INVALID_FLAGS		_HRESULT_TYPEDEF_(0x81290208L)
HSP_KSP_ALGORITHM_NOT_SUPPORTED		_HRESULT_TYPEDEF_(0x81290209L)
HSP_KSP_KEY_ALREADY_FINALIZED		_HRESULT_TYPEDEF_(0x8129020AL)
HSP_KSP_KEY_NOT_FINALIZED		_HRESULT_TYPEDEF_(0x8129020BL)
HSP_KSP_INVALID_KEY_TYPE		_HRESULT_TYPEDEF_(0x8129020CL)
HSP_KSP_NO_MEMORY		_HRESULT_TYPEDEF_(0x81290210L)
HSP_KSP_PARAMETER_NOT_SET		_HRESULT_TYPEDEF_(0x81290211L)
HSP_KSP_KEY_EXISTS		_HRESULT_TYPEDEF_(0x81290215L)
HSP_KSP_KEY_MISSING		_HRESULT_TYPEDEF_(0x81290216L)
HSP_KSP_KEY_LOAD_FAIL		_HRESULT_TYPEDEF_(0x81290217L)
HSP_KSP_NO_MORE_ITEMS		_HRESULT_TYPEDEF_(0x81290218L)
HSP_KSP_INTERNAL_ERROR		_HRESULT_TYPEDEF_(0x812902FFL)
ERROR_IO_PREEMPTED		_HRESULT_TYPEDEF_(0x89010001L)
JSCRIPT_E_CANTEXECUTE		_HRESULT_TYPEDEF_(0x89020001L)
WEP_E_NOT_PROVISIONED_ON_ALL_VOLUMES		_HRESULT_TYPEDEF_(0x88010001L)
WEP_E_FIXED_DATA_NOT_SUPPORTED		_HRESULT_TYPEDEF_(0x88010002L)
WEP_E_HARDWARE_NOT_COMPLIANT		_HRESULT_TYPEDEF_(0x88010003L)
WEP_E_LOCK_NOT_CONFIGURED		_HRESULT_TYPEDEF_(0x88010004L)
WEP_E_PROTECTION_SUSPENDED		_HRESULT_TYPEDEF_(0x88010005L)
WEP_E_NO_LICENSE		_HRESULT_TYPEDEF_(0x88010006L)
WEP_E_OS_NOT_PROTECTED		_HRESULT_TYPEDEF_(0x88010007L)
WEP_E_UNEXPECTED_FAIL		_HRESULT_TYPEDEF_(0x88010008L)
WEP_E_BUFFER_TOO_LARGE		_HRESULT_TYPEDEF_(0x88010009L)
ERROR_SVHDX_ERROR_STORED		_HRESULT_TYPEDEF_(0xC05C0000L)
ERROR_SVHDX_ERROR_NOT_AVAILABLE		_HRESULT_TYPEDEF_(0xC05CFF00L)
ERROR_SVHDX_UNIT_ATTENTION_AVAILABLE		_HRESULT_TYPEDEF_(0xC05CFF01L)
ERROR_SVHDX_UNIT_ATTENTION_CAPACITY_DATA_CHANGED		_HRESULT_TYPEDEF_(0xC05CFF02L)
ERROR_SVHDX_UNIT_ATTENTION_RESERVATIONS_PREEMPTED		_HRESULT_TYPEDEF_(0xC05CFF03L)
ERROR_SVHDX_UNIT_ATTENTION_RESERVATIONS_RELEASED		_HRESULT_TYPEDEF_(0xC05CFF04L)
ERROR_SVHDX_UNIT_ATTENTION_REGISTRATIONS_PREEMPTED		_HRESULT_TYPEDEF_(0xC05CFF05L)
ERROR_SVHDX_UNIT_ATTENTION_OPERATING_DEFINITION_CHANGED		_HRESULT_TYPEDEF_(0xC05CFF06L)
ERROR_SVHDX_RESERVATION_CONFLICT		_HRESULT_TYPEDEF_(0xC05CFF07L)
ERROR_SVHDX_WRONG_FILE_TYPE		_HRESULT_TYPEDEF_(0xC05CFF08L)
ERROR_SVHDX_VERSION_MISMATCH		_HRESULT_TYPEDEF_(0xC05CFF09L)
ERROR_VHD_SHARED		_HRESULT_TYPEDEF_(0xC05CFF0AL)
ERROR_SVHDX_NO_INITIATOR		_HRESULT_TYPEDEF_(0xC05CFF0BL)
ERROR_VHDSET_BACKING_STORAGE_NOT_FOUND		_HRESULT_TYPEDEF_(0xC05CFF0CL)
ERROR_SMB_NO_PREAUTH_INTEGRITY_HASH_OVERLAP		_HRESULT_TYPEDEF_(0xC05D0000L)
ERROR_SMB_BAD_CLUSTER_DIALECT		_HRESULT_TYPEDEF_(0xC05D0001L)
ERROR_SMB_NO_SIGNING_ALGORITHM_OVERLAP		_HRESULT_TYPEDEF_(0xC05D0002L)
WININET_E_OUT_OF_HANDLES		_HRESULT_TYPEDEF_(0x80072EE1L)
WININET_E_TIMEOUT		_HRESULT_TYPEDEF_(0x80072EE2L)
WININET_E_EXTENDED_ERROR		_HRESULT_TYPEDEF_(0x80072EE3L)
WININET_E_INTERNAL_ERROR		_HRESULT_TYPEDEF_(0x80072EE4L)
WININET_E_INVALID_URL		_HRESULT_TYPEDEF_(0x80072EE5L)
WININET_E_UNRECOGNIZED_SCHEME		_HRESULT_TYPEDEF_(0x80072EE6L)
WININET_E_NAME_NOT_RESOLVED		_HRESULT_TYPEDEF_(0x80072EE7L)
WININET_E_PROTOCOL_NOT_FOUND		_HRESULT_TYPEDEF_(0x80072EE8L)
WININET_E_INVALID_OPTION		_HRESULT_TYPEDEF_(0x80072EE9L)
WININET_E_BAD_OPTION_LENGTH		_HRESULT_TYPEDEF_(0x80072EEAL)
WININET_E_OPTION_NOT_SETTABLE		_HRESULT_TYPEDEF_(0x80072EEBL)
WININET_E_SHUTDOWN		_HRESULT_TYPEDEF_(0x80072EECL)
WININET_E_INCORRECT_USER_NAME		_HRESULT_TYPEDEF_(0x80072EEDL)
WININET_E_INCORRECT_PASSWORD		_HRESULT_TYPEDEF_(0x80072EEEL)
WININET_E_LOGIN_FAILURE		_HRESULT_TYPEDEF_(0x80072EEFL)
WININET_E_INVALID_OPERATION		_HRESULT_TYPEDEF_(0x80072EF0L)
WININET_E_OPERATION_CANCELLED		_HRESULT_TYPEDEF_(0x80072EF1L)
WININET_E_INCORRECT_HANDLE_TYPE		_HRESULT_TYPEDEF_(0x80072EF2L)
WININET_E_INCORRECT_HANDLE_STATE		_HRESULT_TYPEDEF_(0x80072EF3L)
WININET_E_NOT_PROXY_REQUEST		_HRESULT_TYPEDEF_(0x80072EF4L)
WININET_E_REGISTRY_VALUE_NOT_FOUND		_HRESULT_TYPEDEF_(0x80072EF5L)
WININET_E_BAD_REGISTRY_PARAMETER		_HRESULT_TYPEDEF_(0x80072EF6L)
WININET_E_NO_DIRECT_ACCESS		_HRESULT_TYPEDEF_(0x80072EF7L)
WININET_E_NO_CONTEXT		_HRESULT_TYPEDEF_(0x80072EF8L)
WININET_E_NO_CALLBACK		_HRESULT_TYPEDEF_(0x80072EF9L)
WININET_E_REQUEST_PENDING		_HRESULT_TYPEDEF_(0x80072EFAL)
WININET_E_INCORRECT_FORMAT		_HRESULT_TYPEDEF_(0x80072EFBL)
WININET_E_ITEM_NOT_FOUND		_HRESULT_TYPEDEF_(0x80072EFCL)
WININET_E_CANNOT_CONNECT		_HRESULT_TYPEDEF_(0x80072EFDL)
WININET_E_CONNECTION_ABORTED		_HRESULT_TYPEDEF_(0x80072EFEL)
WININET_E_CONNECTION_RESET		_HRESULT_TYPEDEF_(0x80072EFFL)
WININET_E_FORCE_RETRY		_HRESULT_TYPEDEF_(0x80072F00L)
WININET_E_INVALID_PROXY_REQUEST		_HRESULT_TYPEDEF_(0x80072F01L)
WININET_E_NEED_UI		_HRESULT_TYPEDEF_(0x80072F02L)
WININET_E_HANDLE_EXISTS		_HRESULT_TYPEDEF_(0x80072F04L)
WININET_E_SEC_CERT_DATE_INVALID		_HRESULT_TYPEDEF_(0x80072F05L)
WININET_E_SEC_CERT_CN_INVALID		_HRESULT_TYPEDEF_(0x80072F06L)
WININET_E_HTTP_TO_HTTPS_ON_REDIR		_HRESULT_TYPEDEF_(0x80072F07L)
WININET_E_HTTPS_TO_HTTP_ON_REDIR		_HRESULT_TYPEDEF_(0x80072F08L)
WININET_E_MIXED_SECURITY		_HRESULT_TYPEDEF_(0x80072F09L)
WININET_E_CHG_POST_IS_NON_SECURE		_HRESULT_TYPEDEF_(0x80072F0AL)
WININET_E_POST_IS_NON_SECURE		_HRESULT_TYPEDEF_(0x80072F0BL)
WININET_E_CLIENT_AUTH_CERT_NEEDED		_HRESULT_TYPEDEF_(0x80072F0CL)
WININET_E_INVALID_CA		_HRESULT_TYPEDEF_(0x80072F0DL)
WININET_E_CLIENT_AUTH_NOT_SETUP		_HRESULT_TYPEDEF_(0x80072F0EL)
WININET_E_ASYNC_THREAD_FAILED		_HRESULT_TYPEDEF_(0x80072F0FL)
WININET_E_REDIRECT_SCHEME_CHANGE		_HRESULT_TYPEDEF_(0x80072F10L)
WININET_E_DIALOG_PENDING		_HRESULT_TYPEDEF_(0x80072F11L)
WININET_E_RETRY_DIALOG		_HRESULT_TYPEDEF_(0x80072F12L)
WININET_E_NO_NEW_CONTAINERS		_HRESULT_TYPEDEF_(0x80072F13L)
WININET_E_HTTPS_HTTP_SUBMIT_REDIR		_HRESULT_TYPEDEF_(0x80072F14L)
WININET_E_SEC_CERT_ERRORS		_HRESULT_TYPEDEF_(0x80072F17L)
WININET_E_SEC_CERT_REV_FAILED		_HRESULT_TYPEDEF_(0x80072F19L)
WININET_E_HEADER_NOT_FOUND		_HRESULT_TYPEDEF_(0x80072F76L)
WININET_E_DOWNLEVEL_SERVER		_HRESULT_TYPEDEF_(0x80072F77L)
WININET_E_INVALID_SERVER_RESPONSE		_HRESULT_TYPEDEF_(0x80072F78L)
WININET_E_INVALID_HEADER		_HRESULT_TYPEDEF_(0x80072F79L)
WININET_E_INVALID_QUERY_REQUEST		_HRESULT_TYPEDEF_(0x80072F7AL)
WININET_E_HEADER_ALREADY_EXISTS		_HRESULT_TYPEDEF_(0x80072F7BL)
WININET_E_REDIRECT_FAILED		_HRESULT_TYPEDEF_(0x80072F7CL)
WININET_E_SECURITY_CHANNEL_ERROR		_HRESULT_TYPEDEF_(0x80072F7DL)
WININET_E_UNABLE_TO_CACHE_FILE		_HRESULT_TYPEDEF_(0x80072F7EL)
WININET_E_TCPIP_NOT_INSTALLED		_HRESULT_TYPEDEF_(0x80072F7FL)
WININET_E_DISCONNECTED		_HRESULT_TYPEDEF_(0x80072F83L)
WININET_E_SERVER_UNREACHABLE		_HRESULT_TYPEDEF_(0x80072F84L)
WININET_E_PROXY_SERVER_UNREACHABLE		_HRESULT_TYPEDEF_(0x80072F85L)
WININET_E_BAD_AUTO_PROXY_SCRIPT		_HRESULT_TYPEDEF_(0x80072F86L)
WININET_E_UNABLE_TO_DOWNLOAD_SCRIPT		_HRESULT_TYPEDEF_(0x80072F87L)
WININET_E_SEC_INVALID_CERT		_HRESULT_TYPEDEF_(0x80072F89L)
WININET_E_SEC_CERT_REVOKED		_HRESULT_TYPEDEF_(0x80072F8AL)
WININET_E_FAILED_DUETOSECURITYCHECK		_HRESULT_TYPEDEF_(0x80072F8BL)
WININET_E_NOT_INITIALIZED		_HRESULT_TYPEDEF_(0x80072F8CL)
WININET_E_LOGIN_FAILURE_DISPLAY_ENTITY_BODY		_HRESULT_TYPEDEF_(0x80072F8EL)
WININET_E_DECODING_FAILED		_HRESULT_TYPEDEF_(0x80072F8FL)
WININET_E_NOT_REDIRECTED		_HRESULT_TYPEDEF_(0x80072F80L)
WININET_E_COOKIE_NEEDS_CONFIRMATION		_HRESULT_TYPEDEF_(0x80072F81L)
WININET_E_COOKIE_DECLINED		_HRESULT_TYPEDEF_(0x80072F82L)
WININET_E_REDIRECT_NEEDS_CONFIRMATION		_HRESULT_TYPEDEF_(0x80072F88L)
SQLITE_E_ERROR		_HRESULT_TYPEDEF_(0x87AF0001L)
SQLITE_E_INTERNAL		_HRESULT_TYPEDEF_(0x87AF0002L)
SQLITE_E_PERM		_HRESULT_TYPEDEF_(0x87AF0003L)
SQLITE_E_ABORT		_HRESULT_TYPEDEF_(0x87AF0004L)
SQLITE_E_BUSY		_HRESULT_TYPEDEF_(0x87AF0005L)
SQLITE_E_LOCKED		_HRESULT_TYPEDEF_(0x87AF0006L)
SQLITE_E_NOMEM		_HRESULT_TYPEDEF_(0x87AF0007L)
SQLITE_E_READONLY		_HRESULT_TYPEDEF_(0x87AF0008L)
SQLITE_E_INTERRUPT		_HRESULT_TYPEDEF_(0x87AF0009L)
SQLITE_E_IOERR		_HRESULT_TYPEDEF_(0x87AF000AL)
SQLITE_E_CORRUPT		_HRESULT_TYPEDEF_(0x87AF000BL)
SQLITE_E_NOTFOUND		_HRESULT_TYPEDEF_(0x87AF000CL)
SQLITE_E_FULL		_HRESULT_TYPEDEF_(0x87AF000DL)
SQLITE_E_CANTOPEN		_HRESULT_TYPEDEF_(0x87AF000EL)
SQLITE_E_PROTOCOL		_HRESULT_TYPEDEF_(0x87AF000FL)
SQLITE_E_EMPTY		_HRESULT_TYPEDEF_(0x87AF0010L)
SQLITE_E_SCHEMA		_HRESULT_TYPEDEF_(0x87AF0011L)
SQLITE_E_TOOBIG		_HRESULT_TYPEDEF_(0x87AF0012L)
SQLITE_E_CONSTRAINT		_HRESULT_TYPEDEF_(0x87AF0013L)
SQLITE_E_MISMATCH		_HRESULT_TYPEDEF_(0x87AF0014L)
SQLITE_E_MISUSE		_HRESULT_TYPEDEF_(0x87AF0015L)
SQLITE_E_NOLFS		_HRESULT_TYPEDEF_(0x87AF0016L)
SQLITE_E_AUTH		_HRESULT_TYPEDEF_(0x87AF0017L)
SQLITE_E_FORMAT		_HRESULT_TYPEDEF_(0x87AF0018L)
SQLITE_E_RANGE		_HRESULT_TYPEDEF_(0x87AF0019L)
SQLITE_E_NOTADB		_HRESULT_TYPEDEF_(0x87AF001AL)
SQLITE_E_NOTICE		_HRESULT_TYPEDEF_(0x87AF001BL)
SQLITE_E_WARNING		_HRESULT_TYPEDEF_(0x87AF001CL)
SQLITE_E_ROW		_HRESULT_TYPEDEF_(0x87AF0064L)
SQLITE_E_DONE		_HRESULT_TYPEDEF_(0x87AF0065L)
SQLITE_E_IOERR_READ		_HRESULT_TYPEDEF_(0x87AF010AL)
SQLITE_E_IOERR_SHORT_READ		_HRESULT_TYPEDEF_(0x87AF020AL)
SQLITE_E_IOERR_WRITE		_HRESULT_TYPEDEF_(0x87AF030AL)
SQLITE_E_IOERR_FSYNC		_HRESULT_TYPEDEF_(0x87AF040AL)
SQLITE_E_IOERR_DIR_FSYNC		_HRESULT_TYPEDEF_(0x87AF050AL)
SQLITE_E_IOERR_TRUNCATE		_HRESULT_TYPEDEF_(0x87AF060AL)
SQLITE_E_IOERR_FSTAT		_HRESULT_TYPEDEF_(0x87AF070AL)
SQLITE_E_IOERR_UNLOCK		_HRESULT_TYPEDEF_(0x87AF080AL)
SQLITE_E_IOERR_RDLOCK		_HRESULT_TYPEDEF_(0x87AF090AL)
SQLITE_E_IOERR_DELETE		_HRESULT_TYPEDEF_(0x87AF0A0AL)
SQLITE_E_IOERR_BLOCKED		_HRESULT_TYPEDEF_(0x87AF0B0AL)
SQLITE_E_IOERR_NOMEM		_HRESULT_TYPEDEF_(0x87AF0C0AL)
SQLITE_E_IOERR_ACCESS		_HRESULT_TYPEDEF_(0x87AF0D0AL)
SQLITE_E_IOERR_CHECKRESERVEDLOCK		_HRESULT_TYPEDEF_(0x87AF0E0AL)
SQLITE_E_IOERR_LOCK		_HRESULT_TYPEDEF_(0x87AF0F0AL)
SQLITE_E_IOERR_CLOSE		_HRESULT_TYPEDEF_(0x87AF100AL)
SQLITE_E_IOERR_DIR_CLOSE		_HRESULT_TYPEDEF_(0x87AF110AL)
SQLITE_E_IOERR_SHMOPEN		_HRESULT_TYPEDEF_(0x87AF120AL)
SQLITE_E_IOERR_SHMSIZE		_HRESULT_TYPEDEF_(0x87AF130AL)
SQLITE_E_IOERR_SHMLOCK		_HRESULT_TYPEDEF_(0x87AF140AL)
SQLITE_E_IOERR_SHMMAP		_HRESULT_TYPEDEF_(0x87AF150AL)
SQLITE_E_IOERR_SEEK		_HRESULT_TYPEDEF_(0x87AF160AL)
SQLITE_E_IOERR_DELETE_NOENT		_HRESULT_TYPEDEF_(0x87AF170AL)
SQLITE_E_IOERR_MMAP		_HRESULT_TYPEDEF_(0x87AF180AL)
SQLITE_E_IOERR_GETTEMPPATH		_HRESULT_TYPEDEF_(0x87AF190AL)
SQLITE_E_IOERR_CONVPATH		_HRESULT_TYPEDEF_(0x87AF1A0AL)
SQLITE_E_IOERR_VNODE		_HRESULT_TYPEDEF_(0x87AF1A02L)
SQLITE_E_IOERR_AUTH		_HRESULT_TYPEDEF_(0x87AF1A03L)
SQLITE_E_LOCKED_SHAREDCACHE		_HRESULT_TYPEDEF_(0x87AF0106L)
SQLITE_E_BUSY_RECOVERY		_HRESULT_TYPEDEF_(0x87AF0105L)
SQLITE_E_BUSY_SNAPSHOT		_HRESULT_TYPEDEF_(0x87AF0205L)
SQLITE_E_CANTOPEN_NOTEMPDIR		_HRESULT_TYPEDEF_(0x87AF010EL)
SQLITE_E_CANTOPEN_ISDIR		_HRESULT_TYPEDEF_(0x87AF020EL)
SQLITE_E_CANTOPEN_FULLPATH		_HRESULT_TYPEDEF_(0x87AF030EL)
SQLITE_E_CANTOPEN_CONVPATH		_HRESULT_TYPEDEF_(0x87AF040EL)
SQLITE_E_CORRUPT_VTAB		_HRESULT_TYPEDEF_(0x87AF010BL)
SQLITE_E_READONLY_RECOVERY		_HRESULT_TYPEDEF_(0x87AF0108L)
SQLITE_E_READONLY_CANTLOCK		_HRESULT_TYPEDEF_(0x87AF0208L)
SQLITE_E_READONLY_ROLLBACK		_HRESULT_TYPEDEF_(0x87AF0308L)
SQLITE_E_READONLY_DBMOVED		_HRESULT_TYPEDEF_(0x87AF0408L)
SQLITE_E_ABORT_ROLLBACK		_HRESULT_TYPEDEF_(0x87AF0204L)
SQLITE_E_CONSTRAINT_CHECK		_HRESULT_TYPEDEF_(0x87AF0113L)
SQLITE_E_CONSTRAINT_COMMITHOOK		_HRESULT_TYPEDEF_(0x87AF0213L)
SQLITE_E_CONSTRAINT_FOREIGNKEY		_HRESULT_TYPEDEF_(0x87AF0313L)
SQLITE_E_CONSTRAINT_FUNCTION		_HRESULT_TYPEDEF_(0x87AF0413L)
SQLITE_E_CONSTRAINT_NOTNULL		_HRESULT_TYPEDEF_(0x87AF0513L)
SQLITE_E_CONSTRAINT_PRIMARYKEY		_HRESULT_TYPEDEF_(0x87AF0613L)
SQLITE_E_CONSTRAINT_TRIGGER		_HRESULT_TYPEDEF_(0x87AF0713L)
SQLITE_E_CONSTRAINT_UNIQUE		_HRESULT_TYPEDEF_(0x87AF0813L)
SQLITE_E_CONSTRAINT_VTAB		_HRESULT_TYPEDEF_(0x87AF0913L)
SQLITE_E_CONSTRAINT_ROWID		_HRESULT_TYPEDEF_(0x87AF0A13L)
SQLITE_E_NOTICE_RECOVER_WAL		_HRESULT_TYPEDEF_(0x87AF011BL)
SQLITE_E_NOTICE_RECOVER_ROLLBACK		_HRESULT_TYPEDEF_(0x87AF021BL)
SQLITE_E_WARNING_AUTOINDEX		_HRESULT_TYPEDEF_(0x87AF011CL)
UTC_E_TOGGLE_TRACE_STARTED		_HRESULT_TYPEDEF_(0x87C51001L)
UTC_E_ALTERNATIVE_TRACE_CANNOT_PREEMPT		_HRESULT_TYPEDEF_(0x87C51002L)
UTC_E_AOT_NOT_RUNNING		_HRESULT_TYPEDEF_(0x87C51003L)
UTC_E_SCRIPT_TYPE_INVALID		_HRESULT_TYPEDEF_(0x87C51004L)
UTC_E_SCENARIODEF_NOT_FOUND		_HRESULT_TYPEDEF_(0x87C51005L)
UTC_E_TRACEPROFILE_NOT_FOUND		_HRESULT_TYPEDEF_(0x87C51006L)
UTC_E_FORWARDER_ALREADY_ENABLED		_HRESULT_TYPEDEF_(0x87C51007L)
UTC_E_FORWARDER_ALREADY_DISABLED		_HRESULT_TYPEDEF_(0x87C51008L)
UTC_E_EVENTLOG_ENTRY_MALFORMED		_HRESULT_TYPEDEF_(0x87C51009L)
UTC_E_DIAGRULES_SCHEMAVERSION_MISMATCH		_HRESULT_TYPEDEF_(0x87C5100AL)
UTC_E_SCRIPT_TERMINATED		_HRESULT_TYPEDEF_(0x87C5100BL)
UTC_E_INVALID_CUSTOM_FILTER		_HRESULT_TYPEDEF_(0x87C5100CL)
UTC_E_TRACE_NOT_RUNNING		_HRESULT_TYPEDEF_(0x87C5100DL)
UTC_E_REESCALATED_TOO_QUICKLY		_HRESULT_TYPEDEF_(0x87C5100EL)
UTC_E_ESCALATION_ALREADY_RUNNING		_HRESULT_TYPEDEF_(0x87C5100FL)
UTC_E_PERFTRACK_ALREADY_TRACING		_HRESULT_TYPEDEF_(0x87C51010L)
UTC_E_REACHED_MAX_ESCALATIONS		_HRESULT_TYPEDEF_(0x87C51011L)
UTC_E_FORWARDER_PRODUCER_MISMATCH		_HRESULT_TYPEDEF_(0x87C51012L)
UTC_E_INTENTIONAL_SCRIPT_FAILURE		_HRESULT_TYPEDEF_(0x87C51013L)
UTC_E_SQM_INIT_FAILED		_HRESULT_TYPEDEF_(0x87C51014L)
UTC_E_NO_WER_LOGGER_SUPPORTED		_HRESULT_TYPEDEF_(0x87C51015L)
UTC_E_TRACERS_DONT_EXIST		_HRESULT_TYPEDEF_(0x87C51016L)
UTC_E_WINRT_INIT_FAILED		_HRESULT_TYPEDEF_(0x87C51017L)
UTC_E_SCENARIODEF_SCHEMAVERSION_MISMATCH		_HRESULT_TYPEDEF_(0x87C51018L)
UTC_E_INVALID_FILTER		_HRESULT_TYPEDEF_(0x87C51019L)
UTC_E_EXE_TERMINATED		_HRESULT_TYPEDEF_(0x87C5101AL)
UTC_E_ESCALATION_NOT_AUTHORIZED		_HRESULT_TYPEDEF_(0x87C5101BL)
UTC_E_SETUP_NOT_AUTHORIZED		_HRESULT_TYPEDEF_(0x87C5101CL)
UTC_E_CHILD_PROCESS_FAILED		_HRESULT_TYPEDEF_(0x87C5101DL)
UTC_E_COMMAND_LINE_NOT_AUTHORIZED		_HRESULT_TYPEDEF_(0x87C5101EL)
UTC_E_CANNOT_LOAD_SCENARIO_EDITOR_XML		_HRESULT_TYPEDEF_(0x87C5101FL)
UTC_E_ESCALATION_TIMED_OUT		_HRESULT_TYPEDEF_(0x87C51020L)
UTC_E_SETUP_TIMED_OUT		_HRESULT_TYPEDEF_(0x87C51021L)
UTC_E_TRIGGER_MISMATCH		_HRESULT_TYPEDEF_(0x87C51022L)
UTC_E_TRIGGER_NOT_FOUND		_HRESULT_TYPEDEF_(0x87C51023L)
UTC_E_SIF_NOT_SUPPORTED		_HRESULT_TYPEDEF_(0x87C51024L)
UTC_E_DELAY_TERMINATED		_HRESULT_TYPEDEF_(0x87C51025L)
UTC_E_DEVICE_TICKET_ERROR		_HRESULT_TYPEDEF_(0x87C51026L)
UTC_E_TRACE_BUFFER_LIMIT_EXCEEDED		_HRESULT_TYPEDEF_(0x87C51027L)
UTC_E_API_RESULT_UNAVAILABLE		_HRESULT_TYPEDEF_(0x87C51028L)
UTC_E_RPC_TIMEOUT		_HRESULT_TYPEDEF_(0x87C51029L)
UTC_E_RPC_WAIT_FAILED		_HRESULT_TYPEDEF_(0x87C5102AL)
UTC_E_API_BUSY		_HRESULT_TYPEDEF_(0x87C5102BL)
UTC_E_TRACE_MIN_DURATION_REQUIREMENT_NOT_MET		_HRESULT_TYPEDEF_(0x87C5102CL)
UTC_E_EXCLUSIVITY_NOT_AVAILABLE		_HRESULT_TYPEDEF_(0x87C5102DL)
UTC_E_GETFILE_FILE_PATH_NOT_APPROVED		_HRESULT_TYPEDEF_(0x87C5102EL)
UTC_E_ESCALATION_DIRECTORY_ALREADY_EXISTS		_HRESULT_TYPEDEF_(0x87C5102FL)
UTC_E_TIME_TRIGGER_ON_START_INVALID		_HRESULT_TYPEDEF_(0x87C51030L)
UTC_E_TIME_TRIGGER_ONLY_VALID_ON_SINGLE_TRANSITION		_HRESULT_TYPEDEF_(0x87C51031L)
UTC_E_TIME_TRIGGER_INVALID_TIME_RANGE		_HRESULT_TYPEDEF_(0x87C51032L)
UTC_E_MULTIPLE_TIME_TRIGGER_ON_SINGLE_STATE		_HRESULT_TYPEDEF_(0x87C51033L)
UTC_E_BINARY_MISSING		_HRESULT_TYPEDEF_(0x87C51034L)
UTC_E_FAILED_TO_RESOLVE_CONTAINER_ID		_HRESULT_TYPEDEF_(0x87C51036L)
UTC_E_UNABLE_TO_RESOLVE_SESSION		_HRESULT_TYPEDEF_(0x87C51037L)
UTC_E_THROTTLED		_HRESULT_TYPEDEF_(0x87C51038L)
UTC_E_UNAPPROVED_SCRIPT		_HRESULT_TYPEDEF_(0x87C51039L)
UTC_E_SCRIPT_MISSING		_HRESULT_TYPEDEF_(0x87C5103AL)
UTC_E_SCENARIO_THROTTLED		_HRESULT_TYPEDEF_(0x87C5103BL)
