defined	arg	defined arg
ERROR_INTERRUPT_VECTOR_ALREADY_CONNECTED		763L
ERROR_INTERRUPT_STILL_CONNECTED		764L
ERROR_WAIT_FOR_OPLOCK		765L
ERROR_DBG_EXCEPTION_HANDLED		766L
ERROR_DBG_CONTINUE		767L
ERROR_CALLBACK_POP_STACK		768L
ERROR_COMPRESSION_DISABLED		769L
ERROR_CANTFETCHBACKWARDS		770L
ERROR_CANTSCROLLBACKWARDS		771L
ERROR_ROWSNOTRELEASED		772L
ERROR_BAD_ACCESSOR_FLAGS		773L
ERROR_ERRORS_ENCOUNTERED		774L
ERROR_NOT_CAPABLE		775L
ERROR_REQUEST_OUT_OF_SEQUENCE		776L
ERROR_VERSION_PARSE_ERROR		777L
ERROR_BADSTARTPOSITION		778L
ERROR_MEMORY_HARDWARE		779L
ERROR_DISK_REPAIR_DISABLED		780L
ERROR_INSUFFICIENT_RESOURCE_FOR_SPECIFIED_SHARED_SECTION_SIZE		781L
ERROR_SYSTEM_POWERSTATE_TRANSITION		782L
ERROR_SYSTEM_POWERSTATE_COMPLEX_TRANSITION		783L
ERROR_MCA_EXCEPTION		784L
ERROR_ACCESS_AUDIT_BY_POLICY		785L
ERROR_ACCESS_DISABLED_NO_SAFER_UI_BY_POLICY		786L
ERROR_ABANDON_HIBERFILE		787L
ERROR_LOST_WRITEBEHIND_DATA_NETWORK_DISCONNECTED		788L
ERROR_LOST_WRITEBEHIND_DATA_NETWORK_SERVER_ERROR		789L
ERROR_LOST_WRITEBEHIND_DATA_LOCAL_DISK_ERROR		790L
ERROR_BAD_MCFG_TABLE		791L
ERROR_DISK_REPAIR_REDIRECTED		792L
ERROR_DISK_REPAIR_UNSUCCESSFUL		793L
ERROR_CORRUPT_LOG_OVERFULL		794L
ERROR_CORRUPT_LOG_CORRUPTED		795L
ERROR_CORRUPT_LOG_UNAVAILABLE		796L
ERROR_CORRUPT_LOG_DELETED_FULL		797L
ERROR_CORRUPT_LOG_CLEARED		798L
ERROR_ORPHAN_NAME_EXHAUSTED		799L
ERROR_OPLOCK_SWITCHED_TO_NEW_HANDLE		800L
ERROR_CANNOT_GRANT_REQUESTED_OPLOCK		801L
ERROR_CANNOT_BREAK_OPLOCK		802L
ERROR_OPLOCK_HANDLE_CLOSED		803L
ERROR_NO_ACE_CONDITION		804L
ERROR_INVALID_ACE_CONDITION		805L
ERROR_FILE_HANDLE_REVOKED		806L
ERROR_IMAGE_AT_DIFFERENT_BASE		807L
ERROR_ENCRYPTED_IO_NOT_POSSIBLE		808L
ERROR_FILE_METADATA_OPTIMIZATION_IN_PROGRESS		809L
ERROR_QUOTA_ACTIVITY		810L
ERROR_HANDLE_REVOKED		811L
ERROR_CALLBACK_INVOKE_INLINE		812L
ERROR_CPU_SET_INVALID		813L
ERROR_ENCLAVE_NOT_TERMINATED		814L
ERROR_ENCLAVE_VIOLATION		815L
ERROR_SERVER_TRANSPORT_CONFLICT		816L
ERROR_CERTIFICATE_VALIDATION_PREFERENCE_CONFLICT		817L
ERROR_FT_READ_FROM_COPY_FAILURE		818L
ERROR_SECTION_DIRECT_MAP_ONLY		819L
ERROR_EA_ACCESS_DENIED		994L
ERROR_OPERATION_ABORTED		995L
ERROR_IO_INCOMPLETE		996L
ERROR_IO_PENDING		997L
ERROR_NOACCESS		998L
ERROR_SWAPERROR		999L
ERROR_STACK_OVERFLOW		1001L
ERROR_INVALID_MESSAGE		1002L
ERROR_CAN_NOT_COMPLETE		1003L
ERROR_INVALID_FLAGS		1004L
ERROR_UNRECOGNIZED_VOLUME		1005L
ERROR_FILE_INVALID		1006L
ERROR_FULLSCREEN_MODE		1007L
ERROR_NO_TOKEN		1008L
ERROR_BADDB		1009L
ERROR_BADKEY		1010L
ERROR_CANTOPEN		1011L
ERROR_CANTREAD		1012L
ERROR_CANTWRITE		1013L
ERROR_REGISTRY_RECOVERED		1014L
ERROR_REGISTRY_CORRUPT		1015L
ERROR_REGISTRY_IO_FAILED		1016L
ERROR_NOT_REGISTRY_FILE		1017L
ERROR_KEY_DELETED		1018L
ERROR_NO_LOG_SPACE		1019L
ERROR_KEY_HAS_CHILDREN		1020L
ERROR_CHILD_MUST_BE_VOLATILE		1021L
ERROR_NOTIFY_ENUM_DIR		1022L
ERROR_DEPENDENT_SERVICES_RUNNING		1051L
ERROR_INVALID_SERVICE_CONTROL		1052L
ERROR_SERVICE_REQUEST_TIMEOUT		1053L
ERROR_SERVICE_NO_THREAD		1054L
ERROR_SERVICE_DATABASE_LOCKED		1055L
ERROR_SERVICE_ALREADY_RUNNING		1056L
ERROR_INVALID_SERVICE_ACCOUNT		1057L
ERROR_SERVICE_DISABLED		1058L
ERROR_CIRCULAR_DEPENDENCY		1059L
ERROR_SERVICE_DOES_NOT_EXIST		1060L
ERROR_SERVICE_CANNOT_ACCEPT_CTRL		1061L
ERROR_SERVICE_NOT_ACTIVE		1062L
ERROR_FAILED_SERVICE_CONTROLLER_CONNECT		1063L
ERROR_EXCEPTION_IN_SERVICE		1064L
ERROR_DATABASE_DOES_NOT_EXIST		1065L
ERROR_SERVICE_SPECIFIC_ERROR		1066L
ERROR_PROCESS_ABORTED		1067L
ERROR_SERVICE_DEPENDENCY_FAIL		1068L
ERROR_SERVICE_LOGON_FAILED		1069L
ERROR_SERVICE_START_HANG		1070L
ERROR_INVALID_SERVICE_LOCK		1071L
ERROR_SERVICE_MARKED_FOR_DELETE		1072L
ERROR_SERVICE_EXISTS		1073L
ERROR_ALREADY_RUNNING_LKG		1074L
ERROR_SERVICE_DEPENDENCY_DELETED		1075L
ERROR_BOOT_ALREADY_ACCEPTED		1076L
ERROR_SERVICE_NEVER_STARTED		1077L
ERROR_DUPLICATE_SERVICE_NAME		1078L
ERROR_DIFFERENT_SERVICE_ACCOUNT		1079L
ERROR_CANNOT_DETECT_DRIVER_FAILURE		1080L
ERROR_CANNOT_DETECT_PROCESS_ABORT		1081L
ERROR_NO_RECOVERY_PROGRAM		1082L
ERROR_SERVICE_NOT_IN_EXE		1083L
ERROR_NOT_SAFEBOOT_SERVICE		1084L
ERROR_END_OF_MEDIA		1100L
ERROR_FILEMARK_DETECTED		1101L
ERROR_BEGINNING_OF_MEDIA		1102L
ERROR_SETMARK_DETECTED		1103L
ERROR_NO_DATA_DETECTED		1104L
ERROR_PARTITION_FAILURE		1105L
ERROR_INVALID_BLOCK_LENGTH		1106L
ERROR_DEVICE_NOT_PARTITIONED		1107L
ERROR_UNABLE_TO_LOCK_MEDIA		1108L
ERROR_UNABLE_TO_UNLOAD_MEDIA		1109L
ERROR_MEDIA_CHANGED		1110L
ERROR_BUS_RESET		1111L
ERROR_NO_MEDIA_IN_DRIVE		1112L
ERROR_NO_UNICODE_TRANSLATION		1113L
ERROR_DLL_INIT_FAILED		1114L
ERROR_SHUTDOWN_IN_PROGRESS		1115L
ERROR_NO_SHUTDOWN_IN_PROGRESS		1116L
ERROR_IO_DEVICE		1117L
ERROR_SERIAL_NO_DEVICE		1118L
ERROR_IRQ_BUSY		1119L
ERROR_MORE_WRITES		1120L
ERROR_COUNTER_TIMEOUT		1121L
ERROR_FLOPPY_ID_MARK_NOT_FOUND		1122L
ERROR_FLOPPY_WRONG_CYLINDER		1123L
ERROR_FLOPPY_UNKNOWN_ERROR		1124L
ERROR_FLOPPY_BAD_REGISTERS		1125L
ERROR_DISK_RECALIBRATE_FAILED		1126L
ERROR_DISK_OPERATION_FAILED		1127L
ERROR_DISK_RESET_FAILED		1128L
ERROR_EOM_OVERFLOW		1129L
ERROR_NOT_ENOUGH_SERVER_MEMORY		1130L
ERROR_POSSIBLE_DEADLOCK		1131L
ERROR_MAPPED_ALIGNMENT		1132L
ERROR_SET_POWER_STATE_VETOED		1140L
ERROR_SET_POWER_STATE_FAILED		1141L
ERROR_TOO_MANY_LINKS		1142L
ERROR_OLD_WIN_VERSION		1150L
ERROR_APP_WRONG_OS		1151L
ERROR_SINGLE_INSTANCE_APP		1152L
ERROR_RMODE_APP		1153L
ERROR_INVALID_DLL		1154L
ERROR_NO_ASSOCIATION		1155L
ERROR_DDE_FAIL		1156L
ERROR_DLL_NOT_FOUND		1157L
ERROR_NO_MORE_USER_HANDLES		1158L
ERROR_MESSAGE_SYNC_ONLY		1159L
ERROR_SOURCE_ELEMENT_EMPTY		1160L
ERROR_DESTINATION_ELEMENT_FULL		1161L
ERROR_ILLEGAL_ELEMENT_ADDRESS		1162L
ERROR_MAGAZINE_NOT_PRESENT		1163L
ERROR_DEVICE_REINITIALIZATION_NEEDED		1164L
ERROR_DEVICE_REQUIRES_CLEANING		1165L
ERROR_DEVICE_DOOR_OPEN		1166L
ERROR_DEVICE_NOT_CONNECTED		1167L
ERROR_NOT_FOUND		1168L
ERROR_NO_MATCH		1169L
ERROR_SET_NOT_FOUND		1170L
ERROR_POINT_NOT_FOUND		1171L
ERROR_NO_TRACKING_SERVICE		1172L
ERROR_NO_VOLUME_ID		1173L
ERROR_UNABLE_TO_REMOVE_REPLACED		1175L
ERROR_UNABLE_TO_MOVE_REPLACEMENT		1176L
ERROR_UNABLE_TO_MOVE_REPLACEMENT_2		1177L
ERROR_JOURNAL_DELETE_IN_PROGRESS		1178L
ERROR_JOURNAL_NOT_ACTIVE		1179L
ERROR_POTENTIAL_FILE_FOUND		1180L
ERROR_JOURNAL_ENTRY_DELETED		1181L
ERROR_PARTITION_TERMINATING		1184L
ERROR_SHUTDOWN_IS_SCHEDULED		1190L
ERROR_SHUTDOWN_USERS_LOGGED_ON		1191L
ERROR_SHUTDOWN_DISKS_NOT_IN_MAINTENANCE_MODE		1192L
ERROR_BAD_DEVICE		1200L
ERROR_CONNECTION_UNAVAIL		1201L
ERROR_DEVICE_ALREADY_REMEMBERED		1202L
ERROR_NO_NET_OR_BAD_PATH		1203L
ERROR_BAD_PROVIDER		1204L
ERROR_CANNOT_OPEN_PROFILE		1205L
ERROR_BAD_PROFILE		1206L
ERROR_NOT_CONTAINER		1207L
ERROR_EXTENDED_ERROR		1208L
ERROR_INVALID_GROUPNAME		1209L
ERROR_INVALID_COMPUTERNAME		1210L
ERROR_INVALID_EVENTNAME		1211L
ERROR_INVALID_DOMAINNAME		1212L
ERROR_INVALID_SERVICENAME		1213L
ERROR_INVALID_NETNAME		1214L
ERROR_INVALID_SHARENAME		1215L
ERROR_INVALID_PASSWORDNAME		1216L
ERROR_INVALID_MESSAGENAME		1217L
ERROR_INVALID_MESSAGEDEST		1218L
ERROR_SESSION_CREDENTIAL_CONFLICT		1219L
ERROR_REMOTE_SESSION_LIMIT_EXCEEDED		1220L
ERROR_DUP_DOMAINNAME		1221L
ERROR_NO_NETWORK		1222L
ERROR_CANCELLED		1223L
ERROR_USER_MAPPED_FILE		1224L
ERROR_CONNECTION_REFUSED		1225L
ERROR_GRACEFUL_DISCONNECT		1226L
ERROR_ADDRESS_ALREADY_ASSOCIATED		1227L
ERROR_ADDRESS_NOT_ASSOCIATED		1228L
ERROR_CONNECTION_INVALID		1229L
ERROR_CONNECTION_ACTIVE		1230L
ERROR_NETWORK_UNREACHABLE		1231L
ERROR_HOST_UNREACHABLE		1232L
ERROR_PROTOCOL_UNREACHABLE		1233L
ERROR_PORT_UNREACHABLE		1234L
ERROR_REQUEST_ABORTED		1235L
ERROR_CONNECTION_ABORTED		1236L
ERROR_RETRY		1237L
ERROR_CONNECTION_COUNT_LIMIT		1238L
ERROR_LOGIN_TIME_RESTRICTION		1239L
ERROR_LOGIN_WKSTA_RESTRICTION		1240L
ERROR_INCORRECT_ADDRESS		1241L
ERROR_ALREADY_REGISTERED		1242L
ERROR_SERVICE_NOT_FOUND		1243L
ERROR_NOT_AUTHENTICATED		1244L
ERROR_NOT_LOGGED_ON		1245L
ERROR_CONTINUE		1246L
ERROR_ALREADY_INITIALIZED		1247L
ERROR_NO_MORE_DEVICES		1248L
ERROR_NO_SUCH_SITE		1249L
ERROR_DOMAIN_CONTROLLER_EXISTS		1250L
ERROR_ONLY_IF_CONNECTED		1251L
ERROR_OVERRIDE_NOCHANGES		1252L
ERROR_BAD_USER_PROFILE		1253L
ERROR_NOT_SUPPORTED_ON_SBS		1254L
ERROR_SERVER_SHUTDOWN_IN_PROGRESS		1255L
ERROR_HOST_DOWN		1256L
ERROR_NON_ACCOUNT_SID		1257L
ERROR_NON_DOMAIN_SID		1258L
ERROR_APPHELP_BLOCK		1259L
ERROR_ACCESS_DISABLED_BY_POLICY		1260L
ERROR_REG_NAT_CONSUMPTION		1261L
ERROR_CSCSHARE_OFFLINE		1262L
ERROR_PKINIT_FAILURE		1263L
ERROR_SMARTCARD_SUBSYSTEM_FAILURE		1264L
ERROR_DOWNGRADE_DETECTED		1265L
ERROR_MACHINE_LOCKED		1271L
ERROR_SMB_GUEST_LOGON_BLOCKED		1272L
ERROR_CALLBACK_SUPPLIED_INVALID_DATA		1273L
ERROR_SYNC_FOREGROUND_REFRESH_REQUIRED		1274L
ERROR_DRIVER_BLOCKED		1275L
ERROR_INVALID_IMPORT_OF_NON_DLL		1276L
ERROR_ACCESS_DISABLED_WEBBLADE		1277L
ERROR_ACCESS_DISABLED_WEBBLADE_TAMPER		1278L
ERROR_RECOVERY_FAILURE		1279L
ERROR_ALREADY_FIBER		1280L
ERROR_ALREADY_THREAD		1281L
ERROR_STACK_BUFFER_OVERRUN		1282L
ERROR_PARAMETER_QUOTA_EXCEEDED		1283L
ERROR_DEBUGGER_INACTIVE		1284L
ERROR_DELAY_LOAD_FAILED		1285L
ERROR_VDM_DISALLOWED		1286L
ERROR_UNIDENTIFIED_ERROR		1287L
ERROR_INVALID_CRUNTIME_PARAMETER		1288L
ERROR_BEYOND_VDL		1289L
ERROR_INCOMPATIBLE_SERVICE_SID_TYPE		1290L
ERROR_DRIVER_PROCESS_TERMINATED		1291L
ERROR_IMPLEMENTATION_LIMIT		1292L
ERROR_PROCESS_IS_PROTECTED		1293L
ERROR_SERVICE_NOTIFY_CLIENT_LAGGING		1294L
ERROR_DISK_QUOTA_EXCEEDED		1295L
ERROR_CONTENT_BLOCKED		1296L
ERROR_INCOMPATIBLE_SERVICE_PRIVILEGE		1297L
ERROR_APP_HANG		1298L
ERROR_INVALID_LABEL		1299L
ERROR_NOT_ALL_ASSIGNED		1300L
ERROR_SOME_NOT_MAPPED		1301L
ERROR_NO_QUOTAS_FOR_ACCOUNT		1302L
ERROR_LOCAL_USER_SESSION_KEY		1303L
ERROR_NULL_LM_PASSWORD		1304L
ERROR_UNKNOWN_REVISION		1305L
ERROR_REVISION_MISMATCH		1306L
ERROR_INVALID_OWNER		1307L
ERROR_INVALID_PRIMARY_GROUP		1308L
ERROR_NO_IMPERSONATION_TOKEN		1309L
ERROR_CANT_DISABLE_MANDATORY		1310L
ERROR_NO_LOGON_SERVERS		1311L
ERROR_NO_SUCH_LOGON_SESSION		1312L
ERROR_NO_SUCH_PRIVILEGE		1313L
ERROR_PRIVILEGE_NOT_HELD		1314L
ERROR_INVALID_ACCOUNT_NAME		1315L
ERROR_USER_EXISTS		1316L
ERROR_NO_SUCH_USER		1317L
ERROR_GROUP_EXISTS		1318L
ERROR_NO_SUCH_GROUP		1319L
ERROR_MEMBER_IN_GROUP		1320L
ERROR_MEMBER_NOT_IN_GROUP		1321L
ERROR_LAST_ADMIN		1322L
ERROR_WRONG_PASSWORD		1323L
ERROR_ILL_FORMED_PASSWORD		1324L
ERROR_PASSWORD_RESTRICTION		1325L
ERROR_LOGON_FAILURE		1326L
ERROR_ACCOUNT_RESTRICTION		1327L
ERROR_INVALID_LOGON_HOURS		1328L
ERROR_INVALID_WORKSTATION		1329L
ERROR_PASSWORD_EXPIRED		1330L
ERROR_ACCOUNT_DISABLED		1331L
ERROR_NONE_MAPPED		1332L
ERROR_TOO_MANY_LUIDS_REQUESTED		1333L
ERROR_LUIDS_EXHAUSTED		1334L
ERROR_INVALID_SUB_AUTHORITY		1335L
ERROR_INVALID_ACL		1336L
ERROR_INVALID_SID		1337L
ERROR_INVALID_SECURITY_DESCR		1338L
ERROR_BAD_INHERITANCE_ACL		1340L
ERROR_SERVER_DISABLED		1341L
ERROR_SERVER_NOT_DISABLED		1342L
ERROR_INVALID_ID_AUTHORITY		1343L
ERROR_ALLOTTED_SPACE_EXCEEDED		1344L
ERROR_INVALID_GROUP_ATTRIBUTES		1345L
ERROR_BAD_IMPERSONATION_LEVEL		1346L
ERROR_CANT_OPEN_ANONYMOUS		1347L
ERROR_BAD_VALIDATION_CLASS		1348L
ERROR_BAD_TOKEN_TYPE		1349L
ERROR_NO_SECURITY_ON_OBJECT		1350L
ERROR_CANT_ACCESS_DOMAIN_INFO		1351L
ERROR_INVALID_SERVER_STATE		1352L
ERROR_INVALID_DOMAIN_STATE		1353L
ERROR_INVALID_DOMAIN_ROLE		1354L
ERROR_NO_SUCH_DOMAIN		1355L
ERROR_DOMAIN_EXISTS		1356L
ERROR_DOMAIN_LIMIT_EXCEEDED		1357L
ERROR_INTERNAL_DB_CORRUPTION		1358L
ERROR_INTERNAL_ERROR		1359L
ERROR_GENERIC_NOT_MAPPED		1360L
ERROR_BAD_DESCRIPTOR_FORMAT		1361L
ERROR_NOT_LOGON_PROCESS		1362L
ERROR_LOGON_SESSION_EXISTS		1363L
ERROR_NO_SUCH_PACKAGE		1364L
ERROR_BAD_LOGON_SESSION_STATE		1365L
ERROR_LOGON_SESSION_COLLISION		1366L
ERROR_INVALID_LOGON_TYPE		1367L
ERROR_CANNOT_IMPERSONATE		1368L
ERROR_RXACT_INVALID_STATE		1369L
ERROR_RXACT_COMMIT_FAILURE		1370L
ERROR_SPECIAL_ACCOUNT		1371L
ERROR_SPECIAL_GROUP		1372L
ERROR_SPECIAL_USER		1373L
ERROR_MEMBERS_PRIMARY_GROUP		1374L
ERROR_TOKEN_ALREADY_IN_USE		1375L
ERROR_NO_SUCH_ALIAS		1376L
ERROR_MEMBER_NOT_IN_ALIAS		1377L
ERROR_MEMBER_IN_ALIAS		1378L
ERROR_ALIAS_EXISTS		1379L
ERROR_LOGON_NOT_GRANTED		1380L
ERROR_TOO_MANY_SECRETS		1381L
ERROR_SECRET_TOO_LONG		1382L
ERROR_INTERNAL_DB_ERROR		1383L
ERROR_TOO_MANY_CONTEXT_IDS		1384L
ERROR_LOGON_TYPE_NOT_GRANTED		1385L
ERROR_NT_CROSS_ENCRYPTION_REQUIRED		1386L
ERROR_NO_SUCH_MEMBER		1387L
ERROR_INVALID_MEMBER		1388L
ERROR_TOO_MANY_SIDS		1389L
ERROR_LM_CROSS_ENCRYPTION_REQUIRED		1390L
ERROR_NO_INHERITANCE		1391L
ERROR_FILE_CORRUPT		1392L
ERROR_DISK_CORRUPT		1393L
ERROR_NO_USER_SESSION_KEY		1394L
ERROR_LICENSE_QUOTA_EXCEEDED		1395L
ERROR_WRONG_TARGET_NAME		1396L
ERROR_MUTUAL_AUTH_FAILED		1397L
ERROR_TIME_SKEW		1398L
ERROR_CURRENT_DOMAIN_NOT_ALLOWED		1399L
ERROR_INVALID_WINDOW_HANDLE		1400L
ERROR_INVALID_MENU_HANDLE		1401L
ERROR_INVALID_CURSOR_HANDLE		1402L
ERROR_INVALID_ACCEL_HANDLE		1403L
ERROR_INVALID_HOOK_HANDLE		1404L
ERROR_INVALID_DWP_HANDLE		1405L
ERROR_TLW_WITH_WSCHILD		1406L
ERROR_CANNOT_FIND_WND_CLASS		1407L
ERROR_WINDOW_OF_OTHER_THREAD		1408L
ERROR_HOTKEY_ALREADY_REGISTERED		1409L
ERROR_CLASS_ALREADY_EXISTS		1410L
ERROR_CLASS_DOES_NOT_EXIST		1411L
ERROR_CLASS_HAS_WINDOWS		1412L
ERROR_INVALID_INDEX		1413L
ERROR_INVALID_ICON_HANDLE		1414L
ERROR_PRIVATE_DIALOG_INDEX		1415L
ERROR_LISTBOX_ID_NOT_FOUND		1416L
ERROR_NO_WILDCARD_CHARACTERS		1417L
ERROR_CLIPBOARD_NOT_OPEN		1418L
ERROR_HOTKEY_NOT_REGISTERED		1419L
ERROR_WINDOW_NOT_DIALOG		1420L
ERROR_CONTROL_ID_NOT_FOUND		1421L
ERROR_INVALID_COMBOBOX_MESSAGE		1422L
ERROR_WINDOW_NOT_COMBOBOX		1423L
ERROR_INVALID_EDIT_HEIGHT		1424L
ERROR_DC_NOT_FOUND		1425L
ERROR_INVALID_HOOK_FILTER		1426L
ERROR_INVALID_FILTER_PROC		1427L
ERROR_HOOK_NEEDS_HMOD		1428L
ERROR_GLOBAL_ONLY_HOOK		1429L
ERROR_JOURNAL_HOOK_SET		1430L
ERROR_HOOK_NOT_INSTALLED		1431L
ERROR_INVALID_LB_MESSAGE		1432L
ERROR_SETCOUNT_ON_BAD_LB		1433L
ERROR_LB_WITHOUT_TABSTOPS		1434L
ERROR_DESTROY_OBJECT_OF_OTHER_THREAD		1435L
ERROR_CHILD_WINDOW_MENU		1436L
ERROR_NO_SYSTEM_MENU		1437L
ERROR_INVALID_MSGBOX_STYLE		1438L
ERROR_INVALID_SPI_VALUE		1439L
ERROR_SCREEN_ALREADY_LOCKED		1440L
ERROR_HWNDS_HAVE_DIFF_PARENT		1441L
ERROR_NOT_CHILD_WINDOW		1442L
ERROR_INVALID_GW_COMMAND		1443L
ERROR_INVALID_THREAD_ID		1444L
ERROR_NON_MDICHILD_WINDOW		1445L
ERROR_POPUP_ALREADY_ACTIVE		1446L
ERROR_NO_SCROLLBARS		1447L
ERROR_INVALID_SCROLLBAR_RANGE		1448L
ERROR_INVALID_SHOWWIN_COMMAND		1449L
ERROR_NO_SYSTEM_RESOURCES		1450L
ERROR_NONPAGED_SYSTEM_RESOURCES		1451L
ERROR_PAGED_SYSTEM_RESOURCES		1452L
ERROR_WORKING_SET_QUOTA		1453L
ERROR_PAGEFILE_QUOTA		1454L
ERROR_COMMITMENT_LIMIT		1455L
ERROR_MENU_ITEM_NOT_FOUND		1456L
ERROR_INVALID_KEYBOARD_HANDLE		1457L
ERROR_HOOK_TYPE_NOT_ALLOWED		1458L
ERROR_REQUIRES_INTERACTIVE_WINDOWSTATION		1459L
ERROR_TIMEOUT		1460L
ERROR_INVALID_MONITOR_HANDLE		1461L
ERROR_INCORRECT_SIZE		1462L
ERROR_SYMLINK_CLASS_DISABLED		1463L
ERROR_SYMLINK_NOT_SUPPORTED		1464L
ERROR_XML_PARSE_ERROR		1465L
ERROR_XMLDSIG_ERROR		1466L
ERROR_RESTART_APPLICATION		1467L
ERROR_WRONG_COMPARTMENT		1468L
ERROR_AUTHIP_FAILURE		1469L
ERROR_NO_NVRAM_RESOURCES		1470L
ERROR_NOT_GUI_PROCESS		1471L
ERROR_EVENTLOG_FILE_CORRUPT		1500L
ERROR_EVENTLOG_CANT_START		1501L
ERROR_LOG_FILE_FULL		1502L
ERROR_EVENTLOG_FILE_CHANGED		1503L
ERROR_CONTAINER_ASSIGNED		1504L
ERROR_JOB_NO_CONTAINER		1505L
ERROR_INVALID_TASK_NAME		1550L
ERROR_INVALID_TASK_INDEX		1551L
ERROR_THREAD_ALREADY_IN_TASK		1552L
ERROR_INSTALL_SERVICE_FAILURE		1601L
ERROR_INSTALL_USEREXIT		1602L
ERROR_INSTALL_FAILURE		1603L
ERROR_INSTALL_SUSPEND		1604L
ERROR_UNKNOWN_PRODUCT		1605L
ERROR_UNKNOWN_FEATURE		1606L
ERROR_UNKNOWN_COMPONENT		1607L
ERROR_UNKNOWN_PROPERTY		1608L
ERROR_INVALID_HANDLE_STATE		1609L
ERROR_BAD_CONFIGURATION		1610L
ERROR_INDEX_ABSENT		1611L
ERROR_INSTALL_SOURCE_ABSENT		1612L
ERROR_INSTALL_PACKAGE_VERSION		1613L
ERROR_PRODUCT_UNINSTALLED		1614L
ERROR_BAD_QUERY_SYNTAX		1615L
ERROR_INVALID_FIELD		1616L
ERROR_DEVICE_REMOVED		1617L
ERROR_INSTALL_ALREADY_RUNNING		1618L
ERROR_INSTALL_PACKAGE_OPEN_FAILED		1619L
ERROR_INSTALL_PACKAGE_INVALID		1620L
ERROR_INSTALL_UI_FAILURE		1621L
ERROR_INSTALL_LOG_FAILURE		1622L
ERROR_INSTALL_LANGUAGE_UNSUPPORTED		1623L
ERROR_INSTALL_TRANSFORM_FAILURE		1624L
ERROR_INSTALL_PACKAGE_REJECTED		1625L
ERROR_FUNCTION_NOT_CALLED		1626L
ERROR_FUNCTION_FAILED		1627L
ERROR_INVALID_TABLE		1628L
ERROR_DATATYPE_MISMATCH		1629L
ERROR_UNSUPPORTED_TYPE		1630L
ERROR_CREATE_FAILED		1631L
ERROR_INSTALL_TEMP_UNWRITABLE		1632L
ERROR_INSTALL_PLATFORM_UNSUPPORTED		1633L
ERROR_INSTALL_NOTUSED		1634L
ERROR_PATCH_PACKAGE_OPEN_FAILED		1635L
ERROR_PATCH_PACKAGE_INVALID		1636L
ERROR_PATCH_PACKAGE_UNSUPPORTED		1637L
ERROR_PRODUCT_VERSION		1638L
ERROR_INVALID_COMMAND_LINE		1639L
ERROR_INSTALL_REMOTE_DISALLOWED		1640L
ERROR_SUCCESS_REBOOT_INITIATED		1641L
ERROR_PATCH_TARGET_NOT_FOUND		1642L
ERROR_PATCH_PACKAGE_REJECTED		1643L
ERROR_INSTALL_TRANSFORM_REJECTED		1644L
ERROR_INSTALL_REMOTE_PROHIBITED		1645L
ERROR_PATCH_REMOVAL_UNSUPPORTED		1646L
ERROR_UNKNOWN_PATCH		1647L
ERROR_PATCH_NO_SEQUENCE		1648L
ERROR_PATCH_REMOVAL_DISALLOWED		1649L
ERROR_INVALID_PATCH_XML		1650L
ERROR_PATCH_MANAGED_ADVERTISED_PRODUCT		1651L
ERROR_INSTALL_SERVICE_SAFEBOOT		1652L
ERROR_FAIL_FAST_EXCEPTION		1653L
ERROR_INSTALL_REJECTED		1654L
ERROR_DYNAMIC_CODE_BLOCKED		1655L
ERROR_NOT_SAME_OBJECT		1656L
ERROR_STRICT_CFG_VIOLATION		1657L
ERROR_SET_CONTEXT_DENIED		1660L
ERROR_CROSS_PARTITION_VIOLATION		1661L
ERROR_RETURN_ADDRESS_HIJACK_ATTEMPT		1662L
RPC_S_INVALID_STRING_BINDING		1700L
RPC_S_WRONG_KIND_OF_BINDING		1701L
RPC_S_INVALID_BINDING		1702L
RPC_S_PROTSEQ_NOT_SUPPORTED		1703L
RPC_S_INVALID_RPC_PROTSEQ		1704L
RPC_S_INVALID_STRING_UUID		1705L
RPC_S_INVALID_ENDPOINT_FORMAT		1706L
RPC_S_INVALID_NET_ADDR		1707L
RPC_S_NO_ENDPOINT_FOUND		1708L
RPC_S_INVALID_TIMEOUT		1709L
RPC_S_OBJECT_NOT_FOUND		1710L
RPC_S_ALREADY_REGISTERED		1711L
RPC_S_TYPE_ALREADY_REGISTERED		1712L
RPC_S_ALREADY_LISTENING		1713L
RPC_S_NO_PROTSEQS_REGISTERED		1714L
RPC_S_NOT_LISTENING		1715L
RPC_S_UNKNOWN_MGR_TYPE		1716L
RPC_S_UNKNOWN_IF		1717L
RPC_S_NO_BINDINGS		1718L
RPC_S_NO_PROTSEQS		1719L
RPC_S_CANT_CREATE_ENDPOINT		1720L
RPC_S_OUT_OF_RESOURCES		1721L
RPC_S_SERVER_UNAVAILABLE		1722L
RPC_S_SERVER_TOO_BUSY		1723L
RPC_S_INVALID_NETWORK_OPTIONS		1724L
RPC_S_NO_CALL_ACTIVE		1725L
RPC_S_CALL_FAILED		1726L
RPC_S_CALL_FAILED_DNE		1727L
RPC_S_PROTOCOL_ERROR		1728L
RPC_S_PROXY_ACCESS_DENIED		1729L
RPC_S_UNSUPPORTED_TRANS_SYN		1730L
RPC_S_UNSUPPORTED_TYPE		1732L
RPC_S_INVALID_TAG		1733L
RPC_S_INVALID_BOUND		1734L
